04,135,10,4,True,Top,				warp pipe
05,138,13,CrawfisLeft,				2nd crawfis
04,143,12,2,False,Top,				exit warp pipe

06,145,12,1
08,152,3,0
02,149,13,Metal,NoItem,				start of 2nd staircase
02,150,13,Metal,NoItem
02,150,12,Metal,NoItem
02,151,13,Metal,NoItem
02,151,12,Metal,NoItem
02,151,11,Metal,NoItem
02,152,13,Metal,NoItem
02,152,12,Metal,NoItem
02,152,11,Metal,NoItem
02,152,10,Metal,NoItem
02,153,13,Metal,NoItem
02,153,12,Metal,NoItem
02,153,11,Metal,NoItem
02,153,10,Metal,NoItem
02,153,9,Metal,NoItem
02,154,13,Metal,NoItem
02,154,12,Metal,NoItem	
02,154,11,Metal,NoItem	
02,154,10,Metal,NoItem	
02,154,9,Metal,NoItem	
02,154,8,Metal,NoItem
02,155,13,Metal,NoItem
02,155,12,Metal,NoItem	
02,155,11,Metal,NoItem	
02,155,10,Metal,NoItem	
02,155,9,Metal,NoItem	
02,155,8,Metal,NoItem
02,155,7,Metal,NoItem	
02,156,13,Metal,NoItem
02,156,12,Metal,NoItem
02,156,11,Metal,NoItem
02,156,10,Metal,NoItem
02,156,9,Metal,NoItem
02,156,8,Metal,NoItem
02,156,7,Metal,NoItem
02,156,6,Metal,NoItem
02,157,13,Metal,NoItem
02,157,12,Metal,NoItem
02,157,11,Metal,NoItem
02,157,10,Metal,NoItem
02,157,9,Metal,NoItem
02,157,8,Metal,NoItem
02,157,7,Metal,NoItem
02,157,6,Metal,NoItem	
02,157,5,Metal,NoItem
02,158,13,Metal,NoItem
02,158,12,Metal,NoItem
02,158,11,Metal,NoItem
02,158,10,Metal,NoItem
02,158,9,Metal,NoItem
02,158,8,Metal,NoItem
02,158,7,Metal,NoItem
02,158,6,Metal,NoItem	
02,158,5,Metal,NoItem						
08,161,2,1

01,168,14,74,2,Red,					4th floor section
02,168,13,Metal,NoItem
02,168,12,Metal,NoItem
02,168,11,Metal,NoItem
02,168,10,Metal,NoItem
02,168,6,Metal,NoItem
02,168,5,Metal,NoItem
02,168,4,Metal,NoItem
02,168,3,Metal,NoItem
02,169,13,Metal,NoItem
02,169,12,Metal,NoItem
02,169,11,Metal,NoItem
02,169,10,Metal,NoItem
02,169,6,Metal,NoItem
02,169,5,Metal,NoItem
02,169,4,Metal,NoItem
02,169,3,Metal,NoItem
02,169,2,Metal,NoItem
02,170,13,Metal,NoItem
02,170,12,Metal,NoItem
02,170,11,Metal,NoItem
02,170,10,Metal,NoItem
02,170,6,Metal,NoItem
02,170,5,Metal,NoItem
02,170,4,Metal,NoItem
02,170,3,Metal,NoItem
02,170,2,Metal,NoItem
02,170,1,Metal,NoItem
02,171,13,Metal,NoItem
02,171,12,Metal,NoItem
02,171,11,Metal,NoItem
02,171,10,Metal,NoItem
02,171,6,Metal,NoItem
02,171,5,Metal,NoItem
02,171,4,Metal,NoItem
02,171,3,Metal,NoItem
02,171,2,Metal,NoItem
02,171,1,Metal,NoItem
02,172,13,Metal,NoItem
02,172,12,Metal,NoItem
02,172,11,Metal,NoItem
02,172,10,Metal,NoItem
02,172,6,Metal,NoItem
02,172,5,Metal,NoItem
02,172,4,Metal,NoItem
02,172,3,Metal,NoItem
02,172,2,Metal,NoItem
02,172,1,Metal,NoItem
02,173,13,Metal,NoItem
02,173,12,Metal,NoItem
02,173,11,Metal,NoItem
02,173,10,Metal,NoItem
02,173,6,Metal,NoItem
02,173,5,Metal,NoItem
02,173,4,Metal,NoItem
02,173,3,Metal,NoItem
02,173,2,Metal,NoItem
02,173,1,Metal,NoItem
02,174,13,Metal,NoItem
02,174,12,Metal,NoItem
02,174,11,Metal,NoItem
02,174,10,Metal,NoItem
02,174,6,Metal,NoItem
02,174,5,Metal,NoItem
02,174,4,Metal,NoItem
02,174,3,Metal,NoItem
02,174,2,Metal,NoItem
02,174,1,Metal,NoItem
02,175,13,Metal,NoItem
02,175,12,Metal,NoItem
02,175,11,Metal,NoItem
02,175,10,Metal,NoItem
02,175,6,Metal,NoItem
02,175,5,Metal,NoItem
02,175,4,Metal,NoItem
02,175,3,Metal,NoItem
02,175,2,Metal,NoItem
02,175,1,Metal,NoItem
02,176,13,Metal,NoItem
02,176,12,Metal,NoItem
02,176,11,Metal,NoItem
02,176,10,Metal,NoItem
02,176,6,Metal,NoItem
02,176,5,Metal,NoItem
02,176,4,Metal,NoItem
02,176,3,Metal,NoItem
02,176,2,Metal,NoItem
02,176,1,Metal,NoItem
02,177,13,Metal,NoItem
02,177,12,Metal,NoItem
02,177,11,Metal,NoItem
02,177,10,Metal,NoItem
02,177,6,Metal,NoItem
02,177,5,Metal,NoItem
02,177,4,Metal,NoItem
02,177,3,Metal,NoItem
02,177,2,Metal,NoItem
02,177,1,Metal,NoItem
02,178,13,Metal,NoItem
02,178,12,Metal,NoItem
02,178,11,Metal,NoItem
02,178,10,Metal,NoItem
02,178,6,Metal,NoItem
02,178,5,Metal,NoItem
02,178,4,Metal,NoItem
02,178,3,Metal,NoItem
02,178,2,Metal,NoItem
02,178,1,Metal,NoItem
02,179,13,Metal,NoItem
02,179,12,Metal,NoItem
02,179,11,Metal,NoItem
02,179,10,Metal,NoItem
02,179,6,Metal,NoItem
02,179,5,Metal,NoItem
02,179,4,Metal,NoItem
02,179,3,Metal,NoItem
02,179,2,Metal,NoItem
02,179,1,Metal,NoItem
02,180,13,Metal,NoItem
02,180,12,Metal,NoItem
02,180,11,Metal,NoItem
02,180,10,Metal,NoItem
02,180,6,Metal,NoItem
02,180,5,Metal,NoItem
02,180,4,Metal,NoItem
02,180,3,Metal,NoItem
02,180,2,Metal,NoItem
02,180,1,Metal,NoItem
02,181,13,Metal,NoItem
02,181,12,Metal,NoItem
02,181,11,Metal,NoItem
02,181,10,Metal,NoItem
02,181,6,Metal,NoItem
02,181,5,Metal,NoItem
02,181,4,Metal,NoItem
02,181,3,Metal,NoItem
02,181,2,Metal,NoItem
02,181,1,Metal,NoItem
02,182,13,Metal,NoItem
02,182,12,Metal,NoItem
02,182,11,Metal,NoItem
02,182,10,Metal,NoItem
02,182,6,Metal,NoItem
02,182,5,Metal,NoItem
02,182,4,Metal,NoItem
02,182,3,Metal,NoItem
02,182,2,Metal,NoItem
02,182,1,Metal,NoItem
02,183,13,Metal,NoItem
02,183,12,Metal,NoItem
02,183,11,Metal,NoItem
02,183,10,Metal,NoItem
02,183,6,Metal,NoItem
02,183,5,Metal,NoItem
02,183,4,Metal,NoItem
02,183,3,Metal,NoItem
02,183,2,Metal,NoItem
02,183,1,Metal,NoItem
02,184,13,Metal,NoItem
02,184,12,Metal,NoItem
02,184,11,Metal,NoItem
02,184,10,Metal,NoItem
02,184,6,Metal,NoItem
02,184,5,Metal,NoItem
02,184,4,Metal,NoItem
02,184,3,Metal,NoItem
02,184,2,Metal,NoItem
02,184,1,Metal,NoItem
02,185,13,Metal,NoItem
02,185,12,Metal,NoItem
02,185,11,Metal,NoItem
02,185,10,Metal,NoItem
02,185,6,Metal,NoItem
02,185,5,Metal,NoItem
02,185,4,Metal,NoItem
02,185,3,Metal,NoItem
02,185,2,Metal,NoItem
02,185,1,Metal,NoItem
08,189,3,1
05,192,12,BowserLeft,				Bowser

02,196,13,Metal,NoItem
02,196,12,Metal,NoItem
02,196,11,Metal,NoItem
02,196,10,Metal,NoItem
02,196,6,Metal,NoItem
02,196,5,Metal,NoItem
02,196,4,Metal,NoItem
02,196,3,Metal,NoItem
02,196,2,Metal,NoItem
02,196,1,Metal,NoItem
02,197,13,Metal,NoItem
02,197,12,Metal,NoItem
02,197,11,Metal,NoItem
02,197,10,Metal,NoItem
02,197,6,Metal,NoItem
02,197,5,Metal,NoItem
02,197,4,Metal,NoItem
02,197,3,Metal,NoItem
02,197,2,Metal,NoItem
02,197,1,Metal,NoItem
02,198,13,Metal,NoItem
02,198,12,Metal,NoItem
02,198,11,Metal,NoItem
02,198,10,Metal,NoItem
02,198,6,Metal,NoItem
02,198,5,Metal,NoItem
02,198,4,Metal,NoItem
02,198,3,Metal,NoItem
02,198,2,Metal,NoItem
02,198,1,Metal,NoItem
02,199,13,Metal,NoItem
02,199,12,Metal,NoItem
02,199,11,Metal,NoItem
02,199,10,Metal,NoItem
02,199,6,Metal,NoItem
02,199,5,Metal,NoItem
02,199,4,Metal,NoItem
02,199,3,Metal,NoItem
02,199,2,Metal,NoItem
02,199,1,Metal,NoItem
02,200,13,Metal,NoItem
02,200,12,Metal,NoItem
02,200,11,Metal,NoItem
02,200,10,Metal,NoItem
02,200,6,Metal,NoItem
02,200,5,Metal,NoItem
02,200,4,Metal,NoItem
02,200,3,Metal,NoItem
02,200,2,Metal,NoItem
02,200,1,Metal,NoItem
02,201,13,Metal,NoItem
02,201,12,Metal,NoItem
02,201,11,Metal,NoItem
02,201,10,Metal,NoItem
02,201,6,Metal,NoItem
02,201,5,Metal,NoItem
02,201,4,Metal,NoItem
02,201,3,Metal,NoItem
02,201,2,Metal,NoItem
02,201,1,Metal,NoItem
02,202,13,Metal,NoItem
02,202,12,Metal,NoItem
02,202,11,Metal,NoItem
02,202,10,Metal,NoItem
02,202,6,Metal,NoItem
02,202,5,Metal,NoItem
02,202,4,Metal,NoItem
02,202,3,Metal,NoItem
02,202,2,Metal,NoItem
02,202,1,Metal,NoItem
02,203,13,Metal,NoItem
02,203,12,Metal,NoItem
02,203,11,Metal,NoItem
02,203,10,Metal,NoItem
02,203,6,Metal,NoItem
02,203,5,Metal,NoItem
02,203,4,Metal,NoItem
02,203,3,Metal,NoItem
02,203,2,Metal,NoItem
02,203,1,Metal,NoItem
02,204,13,Metal,NoItem
02,204,12,Metal,NoItem
02,204,11,Metal,NoItem
02,204,10,Metal,NoItem
02,204,6,Metal,NoItem
02,204,5,Metal,NoItem
02,204,4,Metal,NoItem
02,204,3,Metal,NoItem
02,204,2,Metal,NoItem
02,204,1,Metal,NoItem
02,205,13,Metal,NoItem
02,205,12,Metal,NoItem
02,205,11,Metal,NoItem
02,205,10,Metal,NoItem
02,205,6,Metal,NoItem
02,205,5,Metal,NoItem
02,205,4,Metal,NoItem
02,205,3,Metal,NoItem
02,205,2,Metal,NoItem
02,205,1,Metal,NoItem
02,206,13,Metal,NoItem
02,206,12,Metal,NoItem
02,206,11,Metal,NoItem
02,206,10,Metal,NoItem
02,206,6,Metal,NoItem
02,206,5,Metal,NoItem
02,206,4,Metal,NoItem
02,206,3,Metal,NoItem
02,206,2,Metal,NoItem
02,206,1,Metal,NoItem
02,207,13,Metal,NoItem
02,207,12,Metal,NoItem
02,207,11,Metal,NoItem
02,207,10,Metal,NoItem
02,207,6,Metal,NoItem
02,207,5,Metal,NoItem
02,207,4,Metal,NoItem
02,207,3,Metal,NoItem
02,207,2,Metal,NoItem
02,207,1,Metal,NoItem
02,208,13,Metal,NoItem
02,208,12,Metal,NoItem
02,208,11,Metal,NoItem
02,208,10,Metal,NoItem
02,208,6,Metal,NoItem
02,208,5,Metal,NoItem
02,208,4,Metal,NoItem
02,208,3,Metal,NoItem
02,208,2,Metal,NoItem
02,208,1,Metal,NoItem
02,209,13,Metal,NoItem
02,209,12,Metal,NoItem
02,209,11,Metal,NoItem
02,209,10,Metal,NoItem
02,209,6,Metal,NoItem
02,209,5,Metal,NoItem
02,209,4,Metal,NoItem
02,209,3,Metal,NoItem
02,209,2,Metal,NoItem
02,209,1,Metal,NoItem
02,210,13,Metal,NoItem
02,210,12,Metal,NoItem
02,210,11,Metal,NoItem
02,210,10,Metal,NoItem
02,210,6,Metal,NoItem
02,210,5,Metal,NoItem
02,210,4,Metal,NoItem
02,210,3,Metal,NoItem
02,210,2,Metal,NoItem
02,210,1,Metal,NoItem
02,211,13,Metal,NoItem
02,211,12,Metal,NoItem
02,211,11,Metal,NoItem
02,211,10,Metal,NoItem
02,211,6,Metal,NoItem
02,211,5,Metal,NoItem
02,211,4,Metal,NoItem
02,211,3,Metal,NoItem
02,211,2,Metal,NoItem
02,211,1,Metal,NoItem
02,212,13,Metal,NoItem
02,212,12,Metal,NoItem
02,212,11,Metal,NoItem
02,212,10,Metal,NoItem
02,212,6,Metal,NoItem
02,212,5,Metal,NoItem
02,212,4,Metal,NoItem
02,212,3,Metal,NoItem
02,212,2,Metal,NoItem
02,212,1,Metal,NoItem
02,213,13,Metal,NoItem
02,213,12,Metal,NoItem
02,213,11,Metal,NoItem
02,213,10,Metal,NoItem
02,213,6,Metal,NoItem
02,213,5,Metal,NoItem
02,213,4,Metal,NoItem
02,213,3,Metal,NoItem
02,213,2,Metal,NoItem
02,213,1,Metal,NoItem
06,216,12,1





02,222,13,Metal,NoItem,				flag base
10,222,4,							flagpole
08,224,4,0
09,226,9,							castle
07,228,13,1
12,240,13,							coin room
01,240,14,16,2,Blue,				coin room floor section
02,240,13,BrickBlue,NoItem,			start of coin room left wall
02,240,12,BrickBlue,NoItem
02,240,11,BrickBlue,NoItem
02,240,10,BrickBlue,NoItem
02,240,9,BrickBlue,NoItem
02,240,8,BrickBlue,NoItem
02,240,7,BrickBlue,NoItem
02,240,6,BrickBlue,NoItem
02,240,5,BrickBlue,NoItem
02,240,4,BrickBlue,NoItem
02,240,3,BrickBlue,NoItem
02,240,2,BrickBlue,NoItem
02,240,1,BrickBlue,NoItem,			end of coin room left wall
02,244,1,BrickBlue,NoItem,			start of coin room roof
02,245,1,BrickBlue,NoItem
02,246,1,BrickBlue,NoItem
02,247,1,BrickBlue,NoItem
02,248,1,BrickBlue,NoItem
02,249,1,BrickBlue,NoItem
02,250,1,BrickBlue,NoItem,			end of coin room roof
02,244,13,BrickBlue,NoItem
02,244,12,BrickBlue,NoItem
02,244,11,BrickBlue,NoItem
02,244,10,BrickBlue,NoItem
03,244,9
03,244,7
02,245,13,BrickBlue,NoItem
02,245,12,BrickBlue,NoItem
02,245,11,BrickBlue,NoItem
02,245,10,BrickBlue,NoItem
03,245,9
03,245,7
03,245,5
02,246,13,BrickBlue,NoItem
02,246,12,BrickBlue,NoItem
02,246,11,BrickBlue,NoItem
02,246,10,BrickBlue,NoItem
03,246,9
03,246,7
03,246,5
02,247,13,BrickBlue,NoItem
02,247,12,BrickBlue,NoItem
02,247,11,BrickBlue,NoItem
02,247,10,BrickBlue,NoItem
03,247,9
03,247,7
03,247,5
02,248,13,BrickBlue,NoItem
02,248,12,BrickBlue,NoItem
02,248,11,BrickBlue,NoItem
02,248,10,BrickBlue,NoItem
03,248,9
03,248,7
03,248,5
02,249,13,BrickBlue,NoItem
02,249,12,BrickBlue,NoItem
02,249,11,BrickBlue,NoItem
02,249,10,BrickBlue,NoItem
03,249,9
03,249,7
03,249,5
02,250,13,BrickBlue,NoItem
02,250,12,BrickBlue,NoItem
02,250,11,BrickBlue,NoItem
02,250,10,BrickBlue,NoItem
03,250,9
03,250,7
04,253,12,0,False,Horizontal,		coin room exit pipe
04,255,12,12,False,Connector,		coin connector for coin room exit pipe
